Ticker,Year,Borrowings,CFO,CWIP,Depreciation,EquityCapital,FCF,FixedAssets,Interest,Investments,NetProfit,OperatingProfit,OtherAssets,OtherLiabilities,PBT,Reserves,Sales,TotalAssets,TotalLiabilities
NUVAMA,2023,,,,45,,,,171,,176,445,,,231,,841,,
NUVAMA,2024,,,,24,,,,225,,252,582,,,334,,1034,,
NUVAMA,2025,,,,27,,,,242,,254,607,,,340,,1104,,
NUVAMA,2023,,,,22,,,,119,,123,290,,,153,,648,,
NUVAMA,2024,,,,20,,,,183,,221,493,,,297,,949,,
NUVAMA,2025,,,,24,,,,240,,264,612,,,351,,1123,,
NUVAMA,2020,1287,-500,4,15,26,-516,108,200,665,286,499,4434,2841,360,1056,780,5211,5211
NUVAMA,2021,1428,-1108,22,50,35,-1127,162,246,25,-475,444,7242,4397,-417,1592,1384,7451,7451
NUVAMA,2022,3549,-1425,18,71,35,-1475,219,278,70,857,646,10292,5119,935,1896,1778,10598,10598
NUVAMA,2023,5413,-1865,25,31,35,-1942,284,99,170,85,235,12237,5048,112,2219,613,12716,12716
NUVAMA,2024,6746,-1658,8,45,35,-1739,290,183,170,181,465,19920,10747,237,2859,929,20387,20387
NUVAMA,2025,7839,-371,5,29,36,-403,312,215,221,255,575,27850,17059,340,3454,1120,28388,28388
NUVAMA,2026,11544,-3014,0,36,36,-3041,289,258,358,269,629,33844,18827,355,4085,1269,34491,34491
NUVAMA,2023,,,,24,,,,147,,145,360,,,191,,735,,
NUVAMA,2024,,,,21,,,,200,,257,565,,,347,,1053,,
NUVAMA,2025,,,,25,,,,237,,254,593,,,339,,1135,,
NUVOCO,2023,,,,231,,,,133,,31,410,,,57,,2421,,
NUVOCO,2024,,,,217,,,,126,,-61,258,,,-85,,2409,,
NUVOCO,2025,,,,223,,,,99,,49,384,,,65,,2701,,
NUVOCO,2023,,,,244,,,,135,,14,393,,,24,,2806,,
NUVOCO,2024,,,,216,,,,127,,3,343,,,5,,2636,,
NUVOCO,2025,,,,215,,,,117,,133,519,,,202,,2873,,
NUVOCO,2017,4314,922,143,313,150,781,8916,231,412,166,728,1814,3022,196,3799,5157,11285,11285
NUVOCO,2018,4369,951,144,392,150,734,8690,425,844,158,989,1942,3133,226,3967,6094,11619,11619
NUVOCO,2019,4683,860,605,498,200,279,9895,457,456,-26,918,2306,3590,17,4788,7052,13262,13262
NUVOCO,2020,4513,1025,647,528,242,455,9970,419,0,249,1301,2827,3652,387,5037,6793,13444,13444
NUVOCO,2021,7792,1717,1240,794,315,1170,15042,664,384,-26,1460,3241,4792,36,7009,7489,19907,19907
NUVOCO,2022,5575,1221,399,918,357,811,15409,570,186,32,1504,3621,5218,51,8464,9318,19615,19615
NUVOCO,2023,4785,1711,596,239,357,1225,14962,137,0,201,380,3430,5364,-399,8482,2928,18988,18988
NUVOCO,2024,4404,1593,488,218,357,1011,15027,125,1,100,491,3194,5323,155,8626,2933,18710,18710
NUVOCO,2025,4074,1329,387,220,357,978,14702,113,1,166,552,3067,5082,224,8645,3042,18158,18158
NUVOCO,2026,4916,1485,2474,228,357,775,14686,81,1,141,588,3137,5154,233,9872,3307,20299,20299
NUVOCO,2023,,,,226,,,,140,,2,330,,,-30,,2573,,
NUVOCO,2024,,,,215,,,,132,,-85,219,,,-118,,2269,,
NUVOCO,2025,,,,218,,,,102,,36,367,,,51,,2458,,
NYKAA,2023,,,,58,,,,22,,17,99,,,26,,1789,,
NYKAA,2024,,,,70,,,,32,,26,141,,,45,,2267,,
NYKAA,2025,,,,81,,,,29,,68,230,,,110,,2873,,
NYKAA,2023,,,,52,,,,19,,5,73,,,10,,1422,,
NYKAA,2024,,,,60,,,,21,,14,96,,,22,,1746,,
NYKAA,2025,,,,76,,,,30,,24,141,,,44,,2155,,
NYKAA,2018,83,-79,0,7,14,-106,34,7,10,-28,-27,308,148,-37,108,574,353,353
NYKAA,2019,310,-100,0,31,14,-135,140,27,138,-25,21,497,235,-32,216,1111,776,776
NYKAA,2020,413,6,2,60,15,-40,227,46,4,-16,83,892,390,-12,307,1768,1124,1124
NYKAA,2021,333,133,2,72,15,91,231,32,1,62,158,1067,479,66,475,2441,1302,1302
NYKAA,2022,593,-354,24,96,47,-448,483,47,0,41,164,2138,714,47,1292,3774,2646,2646
NYKAA,2023,798,-140,31,53,285,-348,699,19,38,2,71,2182,773,9,1093,1302,2950,2950
NYKAA,2024,969,0,30,60,286,-110,668,21,34,9,93,2668,1169,20,977,1668,3401,3401
NYKAA,2025,1321,467,37,73,286,339,835,30,0,19,133,3108,1358,40,1015,2062,3980,3980
NYKAA,2026,1238,644,9,84,286,493,1008,26,0,79,223,3594,1936,122,1152,2648,4611,4611
NYKAA,2023,,,,55,,,,21,,8,81,,,13,,1507,,
NYKAA,2024,,,,64,,,,24,,13,104,,,21,,1875,,
NYKAA,2025,,,,79,,,,31,,33,159,,,55,,2346,,
OBEROIRLTY,2023,,,,11,,,,50,,360,509,,,479,,1054,,
OBEROIRLTY,2024,,,,23,,,,75,,618,856,,,810,,1411,,
OBEROIRLTY,2025,,,,33,,,,67,,623,857,,,813,,1493,,
OBEROIRLTY,2023,,,,11,,,,62,,322,474,,,426,,910,,
OBEROIRLTY,2024,,,,20,,,,59,,585,815,,,775,,1405,,
OBEROIRLTY,2025,,,,32,,,,75,,421,520,,,507,,988,,
OBEROIRLTY,2015,902,-938,22,40,328,-909,1280,2,0,317,514,5818,1584,489,4306,923,7120,7120
OBEROIRLTY,2016,473,453,49,49,339,413,247,7,2182,436,676,5007,1669,663,5002,1416,7484,7484
OBEROIRLTY,2017,869,174,110,50,340,98,945,6,1824,379,571,5581,1865,565,5386,1114,8459,8459
OBEROIRLTY,2018,1694,-202,113,49,340,-279,976,7,2420,459,676,6679,2401,650,5753,1265,10188,10188
OBEROIRLTY,2019,1586,146,126,44,364,-25,1062,19,2938,817,1156,6972,1483,1178,7666,2582,11098,11098
OBEROIRLTY,2020,1519,-282,305,45,364,-508,1046,88,2406,689,1048,7435,1045,969,8266,2238,11193,11193
OBEROIRLTY,2021,1534,696,1980,41,364,-628,1014,76,1620,739,1001,7406,1116,924,9006,2053,12019,12019
OBEROIRLTY,2022,2855,1069,3298,40,364,-137,980,86,2679,1047,1182,8709,2394,1354,10053,2694,15666,15666
OBEROIRLTY,2023,3944,-2383,4031,10,364,-2985,949,62,703,480,369,12943,2471,391,11847,961,18626,18626
OBEROIRLTY,2024,2495,2816,2705,14,364,2140,3053,50,818,788,789,13057,3293,971,13481,1315,19633,19633
OBEROIRLTY,2025,3300,2163,1604,24,364,1472,4685,80,2535,433,618,13891,3710,577,15341,1150,22715,22715
OBEROIRLTY,2026,2825,1380,1752,33,364,746,4700,27,1737,703,949,17138,4580,963,17558,1750,25327,25327
OBEROIRLTY,2023,,,,11,,,,56,,457,638,,,599,,1217,,
OBEROIRLTY,2024,,,,21,,,,52,,589,814,,,782,,1320,,
OBEROIRLTY,2025,,,,33,,,,71,,760,1020,,,993,,1779,,
OFSS,2023,,,,19,,,,9,,741,868,,,934,,1824,,
OFSS,2024,,,,17,,,,-3,,541,714,,,770,,1715,,
OFSS,2025,,,,16,,,,7,,610,820,,,857,,1966,,
OFSS,2023,,,,18,,,,-3,,501,622,,,707,,1462,,
OFSS,2024,,,,18,,,,5,,617,847,,,873,,1741,,
OFSS,2025,,,,18,,,,-4,,642,846,,,905,,1852,,
OFSS,2015,0,1060,0,68,42,1047,911,0,0,1192,1551,5357,2825,1831,3402,3905,6269,6269
OFSS,2016,0,712,5,53,42,686,865,0,10,1049,1612,4805,1011,1748,4632,4131,5685,5685
OFSS,2017,0,1121,1,70,42,1064,870,0,0,1185,1734,5150,2756,1757,3222,4427,6020,6020
OFSS,2018,0,1157,3,61,43,1127,837,0,0,1237,1811,5093,1225,1840,4665,4527,5933,5933
OFSS,2019,0,1380,0,54,43,1303,864,0,0,1386,2145,5264,1192,2267,4894,4959,6128,6128
OFSS,2020,115,1522,0,106,43,1472,963,47,0,1462,2229,6957,1236,2252,6527,4861,7920,7920
OFSS,2021,70,1920,0,104,43,1903,884,19,0,1762,2469,7268,1234,2477,6806,4984,8153,8153
OFSS,2022,83,1856,4,93,43,1820,871,12,0,1889,2499,7717,1409,2528,7057,5221,8592,8592
OFSS,2023,69,1758,1,19,43,1720,847,8,0,479,651,8271,1590,686,7416,1471,9119,9119
OFSS,2024,43,1791,3,18,43,1761,805,14,0,560,734,8942,1848,785,7816,1642,9749,9749
OFSS,2025,46,2199,9,17,43,2164,796,-9,0,644,765,9262,1659,839,8319,1716,10067,10067
OFSS,2026,32,2638,16,15,44,2587,782,-8,0,842,1056,9136,2075,1120,7783,2065,9934,9934
OFSS,2023,,,,19,,,,8,,417,558,,,596,,1444,,
OFSS,2024,,,,18,,,,8,,578,751,,,829,,1674,,
OFSS,2025,,,,16,,,,8,,546,755,,,797,,1789,,
OIL,2023,,,,576,,,,236,,2608,3443,,,3266,,9614,,
OIL,2024,,,,624,,,,304,,1457,2542,,,1917,,8337,,
OIL,2025,,,,715,,,,319,,1436,2287,,,1910,,8330,,
OIL,2023,,,,478,,,,214,,1399,2277,,,1843,,6208,,
OIL,2024,,,,553,,,,242,,2016,3142,,,2701,,8120,,
OIL,2025,,,,627,,,,199,,2047,2351,,,2505,,7929,,
OIL,2015,9070,1754,3755,865,601,-1245,12676,349,5573,2608,3633,15116,6549,3677,20900,9978,37120,37120
OIL,2016,9722,3597,1812,1070,601,986,8678,389,15052,2080,3586,14701,5344,3324,24577,9821,40244,40244
OIL,2017,14184,3114,1894,1180,802,248,10550,441,27461,1597,3120,11398,7600,2292,28718,9566,51303,51303
OIL,2018,12329,3933,988,1327,757,1267,12320,554,26657,2735,3928,8747,7353,3859,28273,10698,48712,48712
OIL,2019,15114,5023,1267,1541,1084,2523,12471,624,26451,3238,5591,12329,8430,4677,27890,13780,52518,52518
OIL,2020,12743,6493,2368,1786,1084,3187,15955,647,25718,5005,5315,12894,20981,5030,22126,18612,56936,56936
OIL,2021,19718,5235,3171,1844,1084,2108,15969,660,24010,4146,5689,12385,12151,4369,22582,17616,55535,55535
OIL,2022,16721,9310,5900,1824,1084,3342,16805,940,27099,6719,10500,11325,13846,8990,29478,25906,61129,61129
OIL,2023,18832,11410,11953,438,1084,2886,18098,153,27924,1980,3303,16204,16866,2885,37397,7852,74179,74179
OIL,2024,24040,10933,20028,576,1084,-1130,20520,234,34450,2333,3261,17496,20114,3028,47255,9147,92494,92494
OIL,2025,30645,11332,29527,533,1627,-1637,23649,244,31613,1497,2588,20034,24410,2193,48141,8808,104823,104823
OIL,2026,37478,10684,37644,699,1627,2126,28271,381,36782,2424,3281,21151,28372,3119,56372,9293,123848,123848
OIL,2023,,,,499,,,,279,,640,3469,,,708,,7497,,
OIL,2024,,,,608,,,,280,,2069,2536,,,2626,,7247,,
OIL,2025,,,,671,,,,305,,1644,2303,,,2048,,8394,,
OLAELEC,2023,,,,103,,,,43,,-376,-301,,,-376,,1296,,
OLAELEC,2024,,,,138,,,,93,,-564,-460,,,-564,,1045,,
OLAELEC,2025,,,,170,,,,80,,-487,-271,,,-487,,470,,
OLAELEC,2023,,,,47,,,,36,,-267,-218,,,-267,,1243,,
OLAELEC,2024,,,,126,,,,67,,-347,-205,,,-347,,1644,,
OLAELEC,2025,,,,165,,,,94,,-428,-237,,,-428,,828,,
OLAELEC,2021,42.0,-252,43.0,20,0.01,-360,104.0,1,455.0,-199,-277,1510.0,100.0,-199,1971.0,1,2113.0,2113.0
OLAELEC,2022,2608.0,-885,83.0,49,1955.0,-1772,1025.0,18,1102.0,-784,-800,3186.0,931.0,-784,-98.0,373,5396.0,5396.0
OLAELEC,2023,3505.0,-1507,507.0,167,1955.0,-2350,1219.0,108,276.0,-1472,-1252,3571.0,1521.0,-1472,-1409.0,2631,5573.0,5573.0
OLAELEC,2024,5684.0,-633,713.0,116,1955.0,-1845,2491.0,61,64.0,-416,-312,4468.0,3006.0,-416,-2909.0,1598,7735.0,7735.0
OLAELEC,2025,3556.0,-2391,702.0,170,4411.0,-3367,3154.0,122,40.0,-870,-695,7179.0,2376.0,-870,732.0,611,11075.0,11075.0
OLAELEC,2026,2763.0,-775,496.0,177,4411.0,-1301,3352.0,77,0.0,-500,-281,3940.0,1674.0,-496,-1060.0,265,7788.0,7788.0
OLAELEC,2023,,,,92,,,,46,,-524,-435,,,-524,,873,,
OLAELEC,2024,,,,132,,,,84,,-495,-379,,,-495,,1214,,
OLAELEC,2025,,,,172,,,,109,,-418,-203,,,-418,,690,,
OLECTRA,2023,,,,9,,,,13,,27,49,,,34,,342,,
OLECTRA,2024,,,,9,,,,11,,47,79,,,62,,515,,
OLECTRA,2025,,,,13,,,,20,,47,93,,,64,,664,,
OLECTRA,2023,,,,9,,,,7,,18,40,,,25,,216,,
OLECTRA,2024,,,,9,,,,10,,24,44,,,32,,314,,
OLECTRA,2025,,,,10,,,,12,,26,48,,,34,,347,,
OLECTRA,2015,45,5,19,6,14,8,79,6,0,5,17,66,38,6,66,92,164,164
OLECTRA,2016,55,-14,19,5,14,-11,76,6,0,6,18,79,33,8,72,93,174,174
OLECTRA,2017,65,-9,11,2,14,-14,61,6,0,8,20,91,32,13,52,105,163,163
OLECTRA,2018,72,-107,6,3,20,-116,72,6,0,9,14,237,45,12,178,161,315,315
OLECTRA,2019,24,-130,0,7,32,-231,173,15,102,-16,-15,589,136,-22,671,170,863,863
OLECTRA,2020,30,-219,0,18,33,-206,151,14,0,14,5,831,219,17,700,201,981,981
OLECTRA,2021,8,209,0,13,33,49,290,8,0,8,20,645,185,11,708,281,934,934
OLECTRA,2022,67,121,3,29,33,54,325,9,0,35,85,862,346,52,744,593,1190,1190
OLECTRA,2023,134,-10,4,9,33,-75,356,8,2,28,50,1195,583,35,807,376,1557,1557
OLECTRA,2024,121,143,72,10,33,64,330,13,11,15,34,1175,554,20,881,289,1589,1589
OLECTRA,2025,255,141,187,10,33,-36,355,20,73,21,54,1557,867,29,1016,449,2171,2171
OLECTRA,2026,380,104,82,11,33,-55,574,15,94,57,100,1817,959,80,1195,645,2567,2567
OLECTRA,2023,,,,9,,,,10,,19,41,,,27,,307,,
OLECTRA,2024,,,,10,,,,11,,48,81,,,65,,524,,
OLECTRA,2025,,,,11,,,,14,,49,89,,,68,,657,,
ONESOURCE,2023,,,,19.53,,,,26.01,,-130.16,-10.50,,,-130.17,,56.21,,
ONESOURCE,2024,,,,68.77,,,,45.82,,-68.85,141.88,,,-66.51,,392.56,,
ONESOURCE,2025,,,,69.64,,,,38.23,,-88.70,17.32,,,-93.01,,290.34,,
ONESOURCE,2024,,,,68.35,,,,42.05,,-5.55,64.29,,,-46.62,,292.29,,
ONESOURCE,2025,,,,67.80,,,,27.48,,-0.19,88.48,,,-4.40,,327.27,,
ONESOURCE,2021,386,-118,431,34,2,-325,633,16,0,-121,-71,195,96,-121,774,21,1258,1258
ONESOURCE,2022,1182,-416,490,53,3,-1071,1231,46,0,-231,-4,722,248,-231,1009,128,2442,2442
ONESOURCE,2023,864,-163,334,66,4,-207,1361,48,4,-800,-161,314,365,-800,781,39,2015,2015
ONESOURCE,2024,562,-107,188,19.53,4,-171,863,20.46,20,-40.17,-2.80,356,468,-40.17,392,73.14,1426,1426
ONESOURCE,2025,772,-68,218,68.49,11,-196,6118,33.41,16,98.50,182.51,1305,1005,82.81,5869,425.95,7657,7657
ONESOURCE,2026,1504,9,314,71.83,11,-561,6233,22.51,16,4.60,91.91,1648,875,-0.30,5820,428.22,8210,8210
ONESOURCE,2023,,,,18.43,,,,24.55,,-113.73,-38.51,,,-113.73,,33.71,,
ONESOURCE,2024,,,,68.28,,,,45.05,,-42.08,77.30,,,-37.45,,334.05,,
ONESOURCE,2025,,,,69.83,,,,33.96,,10.49,106.49,,,5.74,,375.76,,
ONGC,2023,,,,7494,,,,3203,,10511,20360,,,13962,,167357,,
ONGC,2024,,,,9539,,,,3750,,9747,24354,,,13480,,167213,,
ONGC,2025,,,,9388,,,,3207,,11946,25335,,,16190,,167423,,
ONGC,2023,,,,7078,,,,2364,,17893,30795,,,24422,,163824,,
ONGC,2024,,,,8501,,,,3694,,9776,21785,,,13125,,168968,,
ONGC,2025,,,,9384,,,,3341,,11554,25679,,,15509,,163108,,
ONGC,2015,53944,33950,63393,18033,4278,17053,179933,2864,4749,17703,42312,89771,103448,27370,176177,160923,337847,337847
ONGC,2016,45500,46292,57668,16384,4278,31199,166277,3766,33387,13102,39135,84440,98459,20052,193536,124036,341772,341772
ONGC,2017,80029,45780,59042,20219,6417,25445,211125,3591,70746,29169,52804,103612,170111,41718,187969,282506,444525,444525
ONGC,2018,106550,56792,61512,23112,6417,29061,226058,4999,67335,26068,56889,104328,148664,39208,197602,322706,459232,459232
ONGC,2019,107742,61458,69056,23704,6290,35697,230391,5837,66909,33938,74819,125987,167667,54846,210644,421624,492343,492343
ONGC,2020,129473,70593,83832,26635,6290,28735,243892,7489,56755,11456,52105,123884,173787,18962,198814,396728,508364,508364
ONGC,2021,133187,47185,100309,25538,6290,15147,243746,5079,60320,21360,49473,137372,187580,30126,214691,303849,541748,541748
ONGC,2022,121986,78248,106719,26883,6290,45158,254402,5696,66642,49294,79874,155496,201771,54091,253213,491246,583260,583260
ONGC,2023,142255,84211,113945,6744,6290,47758,250819,2068,78873,6478,20539,169478,190212,6941,274357,164067,613115,613115
ONGC,2024,191195,98847,118729,8420,6290,60965,317183,3608,100862,11096,23224,199847,206357,14570,332779,172137,736621,736621
ONGC,2025,187817,90868,115724,8912,6290,50154,336810,3264,95617,8965,21766,204504,221398,13137,337150,167749,752656,752656
ONGC,2026,174316,112719,91478,9345,6290,59510,369684,3070,101084,13678,25356,229659,245821,18640,365478,173805,791905,791905
ONGC,2023,,,,7079,,,,3243,,16171,28080,,,21431,,147614,,
ONGC,2024,,,,8254,,,,3827,,9841,20574,,,12655,,159331,,
ONGC,2025,,,,9273,,,,3411,,12615,26521,,,17284,,157911,,
PARADEEP,2023,,,,55,,,,82,,109,282,,,154,,2595,,
PARADEEP,2024,,,,88,,,,103,,209,438,,,289,,4990,,
PARADEEP,2025,,,,102,,,,127,,182,472,,,233,,5749,,
PARADEEP,2023,,,,47,,,,92,,-120,-39,,,-159,,3054,,
PARADEEP,2024,,,,61,,,,91,,5,146,,,13,,2377,,
PARADEEP,2025,,,,86,,,,104,,317,580,,,424,,4504,,
PARADEEP,2019,3123,-920,255,70,575,-1047,1024,159,0,159,452,4349,1022,251,907,4358,5628,5628
PARADEEP,2020,2298,1270,149,72,575,1131,1214,192,3,193,467,3644,1109,230,1028,4193,5010,5010
PARADEEP,2021,1251,1501,220,83,575,1332,1226,111,125,223,549,2852,1344,366,1252,5165,4423,4423
PARADEEP,2022,2954,-44,336,90,575,-664,1261,86,553,398,684,5778,2749,535,1650,7859,7928,7928
PARADEEP,2023,4648,-2377,697,50,814,-2812,2872,80,3,10,91,7085,2504,31,2690,3644,10657,10657
PARADEEP,2024,4014,1437,372,58,815,1026,3431,95,3,22,148,5855,2083,26,2750,2243,9661,9661
PARADEEP,2025,4358,1386,553,86,815,1018,3349,119,272,172,383,6972,2711,238,3262,4194,11146,11146
PARADEEP,2026,6906,-1012,424,126,1038,-1878,6026,156,25,156,442,11461,4247,202,5745,4702,17936,17936
PARADEEP,2023,,,,51,,,,96,,89,256,,,120,,3683,,
PARADEEP,2024,,,,86,,,,105,,255,507,,,337,,4619,,
PARADEEP,2025,,,,90,,,,140,,342,657,,,469,,6872,,
PATANJALI,2018,,,,36,,,,37,,-36,19,,,-37,,3474,,
PATANJALI,2024,,,,70,,,,20,,371,558,,,491,,8997,,
PATANJALI,2025,,,,62,,,,35,,593,434,,,364,,10484,,
PATANJALI,2019,,,,34,,,,43,,-25,36,,,-25,,3113,,
PATANJALI,2024,,,,57,,,,19,,263,410,,,359,,7177,,
PATANJALI,2025,,,,62,,,,24,,180,321,,,249,,8766,,
PATANJALI,2010,2456,202,130,100,53,-199,1965,186,142,178,361,5771,3610,281,1889,14282,8007,8007
PATANJALI,2011,4514,-977,183,124,67,-1346,2233,291,118,234,564,8611,4426,338,2139,18183,11146,11146
PATANJALI,2012,6220,715,241,150,67,223,2497,722,142,88,725,11740,6177,196,2155,30270,14619,14619
PATANJALI,2013,7379,-2030,213,166,67,-2355,2661,676,162,283,755,13786,7023,361,2353,29857,16822,16822
PATANJALI,2014,3857,3946,144,177,67,3769,2704,712,168,0,609,11079,7872,40,2299,28499,14095,14095
PATANJALI,2015,4189,-271,112,160,67,-304,2455,613,153,73,623,12141,8418,102,2187,31561,14861,14861
PATANJALI,2016,5863,-412,42,167,67,-463,5670,1439,91,-1274,114,11445,8951,-1393,2367,30240,17248,17248
PATANJALI,2017,5923,441,29,159,65,437,5537,972,50,-1363,-755,7907,6678,-1736,857,19173,13523,13523
PATANJALI,2018,8079,979,28,143,65,978,5389,971,44,-5755,-5107,2333,4421,-6186,-4772,12027,7794,7794
PATANJALI,2019,8865,225,27,34,65,232,5241,38,31,-22,23,2665,3818,-21,-4784,3146,7964,7964
PATANJALI,2025,788,197,95,85,72,57,5553,25,158,359,516,9711,3359,458,11298,9692,15517,15517
PATANJALI,2026,2789,-333,51,62,218,-1302,5366,36,24,524,445,13361,2917,236,12879,11156,18802,18802
PATANJALI,2018,,,,34,,,,35,,-24,15,,,-21,,3143,,
PATANJALI,2019,,,,34,,,,44,,40,95,,,40,,3102,,
PATANJALI,2024,,,,56,,,,20,,309,462,,,417,,8102,,
PATANJALI,2025,,,,63,,,,35,,517,552,,,505,,9777,,
PAYTM,2023,,,,201,,,,5,,-222,-163,,,-221,,2850,,
PAYTM,2024,,,,165,,,,4,,-208,-223,,,-203,,1828,,
PAYTM,2025,,,,133,,,,4,,225,155,,,230,,2194,,
PAYTM,2023,,,,159,,,,7,,-358,-311,,,-354,,2342,,
PAYTM,2024,,,,178,,,,4,,-840,-794,,,-839,,1502,,
PAYTM,2025,,,,166,,,,4,,123,72,,,126,,1918,,
PAYTM,2015,0,-334,11,21,30,-372,47,2,112,-372,-360,530,316,-367,354,323,701,701
PAYTM,2016,15,-1405,59,28,46,-1515,81,1,2308,-1535,-1668,1002,637,-1534,2751,855,3450,3450
PAYTM,2019,932,-4476,56,112,58,-4651,841,38,2849,-4231,-4368,5018,2107,-4237,5667,3224,8764,8764
PAYTM,2020,428,-2377,15,174,60,-2563,594,54,3740,-2942,-2685,5954,1769,-2958,8045,3279,10302,10302
PAYTM,2021,612,-2082,24,178,60,-2270,491,38,413,-1701,-1838,8223,2004,-1698,6474,2801,9151,9151
PAYTM,2022,222,-1236,12,247,65,-1741,914,42,1230,-2396,-2384,15836,3618,-2385,14087,4974,17991,17991
PAYTM,2023,223,416,11,160,63,-281,1209,7,2697,-168,-131,14048,4727,-168,12952,2334,17966,17966
PAYTM,2024,177,651,14,196,64,-161,1247,5,4628,-550,-467,12804,5190,-536,13263,2267,18693,18693
PAYTM,2025,160,-121,16,150,64,-438,890,5,4172,-545,-88,16370,6261,-542,14963,1912,21448,21448
PAYTM,2026,194,-743,7,132,64,-1211,910,5,4501,183,132,18497,7695,194,15962,2264,23915,23915
PAYTM,2023,,,,180,,,,7,,-292,-231,,,-279,,2519,,
PAYTM,2024,,,,179,,,,3,,930,-404,,,938,,1659,,
PAYTM,2025,,,,137,,,,5,,21,140,,,30,,2061,,
PCBL,2023,,,,53,,,,32,,148,279,,,201,,1657,,
PCBL,2024,,,,87,,,,118,,93,317,,,124,,2010,,
PCBL,2025,,,,94,,,,106,,2,215,,,10,,1846,,
PCBL,2023,,,,41,,,,19,,109,211,,,154,,1348,,
PCBL,2024,,,,84,,,,121,,118,358,,,164,,2144,,
PCBL,2025,,,,92,,,,112,,94,319,,,120,,2114,,
PCBL,2015,1220,35,80,58,34,2,851,95,86,10,151,995,285,12,473,2470,2012,2012
PCBL,2016,1022,422,80,62,34,388,1416,72,228,16,165,867,524,47,1010,1894,2590,2590
PCBL,2017,758,346,80,61,34,306,1388,51,291,69,265,822,691,165,1096,1927,2580,2580
PCBL,2018,717,293,67,61,34,198,1399,41,316,230,383,1090,776,304,1343,2558,2871,2871
PCBL,2019,793,290,175,66,34,58,1500,37,362,383,616,1350,944,533,1615,3529,3387,3387
PCBL,2020,617,532,306,92,34,301,1640,46,155,288,465,1210,995,355,1665,3244,3311,3311
PCBL,2021,724,385,267,110,34,271,1742,34,196,314,517,1521,1067,392,1901,2660,3726,3726
PCBL,2022,786,290,175,121,38,-16,1934,29,588,426,653,2087,1385,532,2576,4446,4785,4785
PCBL,2023,1029,504,1130,34,38,-392,1968,19,234,102,184,2101,1573,148,2792,1374,5433,5433
PCBL,2024,4983,1105,433,75,38,573,6892,108,433,111,310,3537,3066,149,3209,1929,11295,11295
PCBL,2025,5571,760,732,88,38,-4,6595,103,516,100,298,3879,2453,126,3660,2087,11722,11722
PCBL,2026,4989,1576,566,94,39,851,7145,97,464,40,243,3119,2299,52,3967,2066,11295,11295
PCBL,2023,,,,48,,,,21,,123,238,,,172,,1487,,
PCBL,2024,,,,86,,,,119,,123,364,,,164,,2163,,
PCBL,2025,,,,93,,,,107,,62,266,,,78,,2164,,
PERSISTENT,2023,,,,79,,,,12,,286,442,,,389,,2498,,
PERSISTENT,2024,,,,82,,,,16,,373,538,,,482,,3062,,
PERSISTENT,2025,,,,101,,,,19,,439,733,,,565,,3778,,
PERSISTENT,2023,,,,76,,,,13,,229,374,,,307,,2321,,
PERSISTENT,2024,,,,71,,,,14,,306,455,,,401,,2737,,
PERSISTENT,2025,,,,94,,,,17,,425,612,,,555,,3334,,
PERSISTENT,2015,4,312,4,94,80,216,408,0,674,291,390,689,365,390,1326,1891,1775,1775
PERSISTENT,2016,3,254,27,99,80,89,437,0,638,277,392,1018,459,370,1578,2312,2120,2120
PERSISTENT,2017,3,286,29,149,80,70,536,0,684,301,465,1086,433,401,1819,2878,2335,2335
PERSISTENT,2018,2,421,5,158,80,356,512,0,880,323,469,1247,514,429,2047,3034,2644,2644
PERSISTENT,2019,2,432,32,157,79,395,401,0,764,352,556,1659,509,486,2266,3366,2856,2856
PERSISTENT,2020,71,352,30,166,76,277,432,6,979,340,493,1652,635,452,2309,3566,3092,3092
PERSISTENT,2021,98,736,12,176,76,611,457,6,1000,451,683,2197,771,609,2719,4188,3666,3666
PERSISTENT,2022,578,845,107,166,76,464,1534,12,822,690,958,2956,1473,924,3292,5711,5419,5419
PERSISTENT,2023,655,956,16,70,76,524,2341,15,640,252,416,3622,1999,341,3889,2254,6619,6619
PERSISTENT,2024,451,1302,34,80,77,947,2221,10,827,315,454,4324,1997,395,4881,2591,7405,7405
PERSISTENT,2025,311,1157,77,79,78,964,2541,18,980,396,584,5123,2092,505,6241,3242,8722,8722
PERSISTENT,2026,477,1767,11,109,79,1572,2883,19,1615,529,768,6868,3061,674,7759,4056,11377,11377
PERSISTENT,2023,,,,74,,,,12,,263,405,,,356,,2412,,
PERSISTENT,2024,,,,74,,,,18,,325,481,,,435,,2897,,
PERSISTENT,2025,,,,100,,,,18,,471,683,,,617,,3581,,
PETRONET,2023,,,,195,,,,70,,1213,1705,,,1597,,14747,,
PETRONET,2024,,,,210,,,,65,,902,1247,,,1169,,12227,,
PETRONET,2025,,,,215,,,,56,,870,1198,,,1141,,11164,,
PETRONET,2023,,,,192,,,,75,,819,1182,,,1060,,11656,,
PETRONET,2024,,,,195,,,,67,,1105,1562,,,1479,,13415,,
PETRONET,2025,,,,207,,,,59,,842,1159,,,1110,,11880,,
PETRONET,2015,2812,901,754,329,750,849,7217,308,5,905,1518,3388,2830,1037,4972,39627,11364,11364
PETRONET,2016,2615,3374,1550,322,750,2403,6811,239,138,928,1586,3975,3198,1214,5912,27133,12475,12475
